label,text
reparar-linha,fazer reparo na linha
reparar-linha,falar com um dos atendentes pra reparo na linha telefônica
reparar-linha,defeito na minha linha telefônica
reparar-linha,reparos linhas
reparar-linha,problemas na extensão
reparar-linha,é que o meu telefone não tá fazendo ligação pra fora de são paulo
reparar-linha,o meu telefone fixo produto está com defeito
reparar-linha,eu quero saber qual o motivo do defeito da minha linha só isso
reparar-linha,nenhum telefone está funcionando em são miguel arcanjo
pagar-conta,quero declaração de débitos quitados
reparar-linha,quero falar sobre problema na minha linha
reparar-linha,reparo na linha do produto fixo
reparar-linha,eu quero reparo da linha telefone
reparar-linha,não tá atendendo o telefone só faz ligação
pagar-conta,efetuar pagamento de contas atrasadas
pagar-conta,contas a pagar débitos
reparar-linha,estou com problema na linha quero quero saber a solução
reparar-linha,a minha linha não está conectando
reparar-linha,meu telefone está sem voz meu telefone não tá pegando mais tá sem linha
comprar-linha,como eu faço pra poder ter uma correspondência da telefônica
reparar-linha,tá com problema pra acessar a linha só dá ocupado gostaria de um técnico
mudar-endereco,desejo transferência de endereço
reparar-linha,eu quero saber porque que o telefone esta com um chiado forte não conseguimos até nem falar direito
mudar-endereco,comunicação de mudança de endereço
comprar-linha,quero solicitar uma linha telefônica e saber sobre planos
mudar-endereco,mudanças de endereço
comprar-linha,eu quero é é é fazer um telefone fixo aqui pra casa
mudar-endereco,como faço pra solicitar mudança de endereço
pagar-conta,é a minha conta está paga e eu continuo a receber cobranças
reparar-linha,consertar a linha do telefone
pagar-conta,como pagar minha conta
reparar-linha,consertar o telefone
reparar-linha,telefone dando ocupado
reparar-linha,telefone telefone de casa não está funcionando problema é na linha
comprar-linha,como faço para pedir telefone
reparar-linha,é conserto de extensão
comprar-linha,queria comprar uma linha telefônica
reparar-linha,preciso ver preciso que venha ver minha linha telefônica que eu tô sem telefone
comprar-linha,gostaria de falar com algum algum atendente sobre uma carta que eu recebi sobre adquirir uma linha telefônica na minha residência
reparar-linha,a minha linha tá desligada eu quero saber o que esta acontecendo eu fiz a reclamação mais meu marido disse para renovar
cancelar-servicos,eu desejo cancelar uma conta de secretária light que esta vindo na minha conta de telefone
reparar-linha,eu desejo o meu telefone não tá fazendo ligação
reparar-linha,eu o meu telefone não está fazendo ligações
pagar-conta,já paguei a conta e veio a conta de novo pra mim pagar
cancelar-servicos,cancelamento da secretária digital
pagar-conta,atraso de pagamento
reparar-linha,quero saber como resolver o problema de linha
reparar-linha,linha cruzada não consigo fazer receber ligação
reparar-linha,defeito na linha defeito na linha
reparar-linha,reparo da do produto fixo
reparar-linha,quero saber se a linha foi cortada
comprar-linha,comprar linhas telefônicas
reparar-linha,manutenção no telefone residencial
reparar-linha,meu telefone esta cortado
reparar-linha,um o telefone não está fazendo chamadas
reparar-linha,é a santa casa de jonópolis telefone um nove dois esse telefone não está funcionando
reparar-linha,quero saber porque o meu telefone não está recebendo a chamada
reparar-linha,reparo das linha da linha
reparar-linha,eu preciso saber é porque eu estou sem créditose meu telefone é fixo eu tenho a linha econômica
reparar-linha,o telefone da minha residência está com defeito
comprar-linha,eu quero saber sobre essa nova linha de
reparar-linha,saber de um problema que aconteceu no meu telefone
reparar-linha,é a minha linha está bloqueada eu só tô recebendo
reparar-linha,não tá fazendo ligação só tá recebendo
reparar-linha,assistência de linha
reparar-linha,problema na linha
reparar-linha,eu gostaria de saber porque a minha linha está sem funcionar
reparar-linha,é conserto no telefone
comprar-linha,gostaria de pedir uma linha telefônica
mudar-endereco,mudança de endereço da internet box
reparar-linha,é reparo na linha bem
pagar-conta,quero liquidar a minha divida
reparar-linha,reparo do aparelho fixo da linha fixa
mudar-endereco,fazer transferência de endereço
comprar-linha,quero ter uma linha nova
mudar-endereco,transferência de endereço a linha
reparar-linha,gostaria de saber se o número está cortado
mudar-endereco,quero saber como faz pra mudar de endereço
reparar-linha,é pra ser bloqueado esse telefone que até agora não já foi ligado aí pra ser bloqueado
mudar-endereco,solicitação que não foi realizada de mudança de endereço
comprar-linha,eu quero solicitar uma linha econômica
comprar-linha,compras de linha
mudar-endereco,gostaria de saber como faço para pedir o desligamento da linha telefônica e transferência para outro endereço
reparar-linha,meu telefone o meu telefone está com defeito
comprar-linha,como faço para adquirir para minha linha ficar econômica o vinte e um
reparar-linha,não está recebendo ligação
reparar-linha,linha telefônica não está funcionando
reparar-linha,estou com problema no número do telefone
reparar-linha,quero consertar a linha telefônica
reparar-linha,meu telefone não faz ligação para zero novecentos
reparar-linha,revisão na linha
reparar-linha,eu desejo reparo do telefone
reparar-linha,porque que meu telefone está desligado nem internet funciona
reparar-linha,meu telefone não tá respondendo quando
comprar-linha,compra de linhas
reparar-linha,meu telefone está dando sinal de ocupado
reparar-linha,telefone está é fora de
reparar-linha,manutenção em minha linha telefônica
pagar-conta,quero saber como fazer para pagar a conta
reparar-linha,quero saber porque não tô podendo fazer ligação local
pagar-conta,quero quitar débito com telefônica
reparar-linha,problema na linha manutenção
comprar-linha,quero reativar o meu número
comprar-linha,quero adquirir um telefone fixo
reparar-linha,fixo quebrado
reparar-linha,eu tô querendo fazer a ligação com o zero quinhentos e não estou conseguindo
cancelar-conta,sobre o cancelamento de uma conta
reparar-linha,conserto do telefone
reparar-linha,é reparo da linha telefônica
comprar-linha,é o que eu quero é é comprar uma linha residencial uma linha residencial eu quero comprar ver uma residencial né ver uma linha residencial pra mim
reparar-linha,sinal ele está piscando
reparar-linha,eu quero eu quero reparo na linha um reparo na linha
pagar-conta,retirar a conta que está paga da internet
reparar-linha,é ver é reparo de linha
reparar-linha,verificar danos ou reparos em minha linha telefônica
reparar-linha,reparar a linha de telefone
comprar-linha,eu quero uma linha pré-paga quero conversar sobre uma linha pré-paga
reparar-linha,saber porque meu telefone não está ligando
reparar-linha,é reclamar que não está aparecendo a indentificação na minha linha de telefone
comprar-linha,como que eu posso pedir uma linha telefônica
comprar-linha,quero comprar uma linha fixa
cancelar-servicos,cancelamento de serviço na minha conta
comprar-linha,como que eu faço para ter uma linha telefônica
comprar-linha,como faço para solicitar outra linha
comprar-linha,eu gostaria de possuir a linha telefônica ace
reparar-linha,consertar o telefone que está com defeito
pagar-conta,eu desejo a minha conta para eu poder pagar
comprar-linha,quero comprar uma nova linha telefônica
reparar-linha,problema na rede telefone
comprar-linha,desejo solicitar a linha i telefônica ilimitada trinta reais por mês
reparar-linha,a eu desejo arrumar o telefone o quarenta e cinco treze dez noventa tá
reparar-linha,não consigo fazer uma ligação
reparar-linha,quero solicitar vistoria na minha linha
reparar-linha,o o telefone tá ruim
vago-visitaTecnica,solicitar o técnico aqui em casa pra ligar o internet
reparar-linha,defeito no meu telefone
reparar-linha,quero falar com um dos atendente sobre reparo de linha telefônica
reparar-linha,minha linha está com ruído quero verificação na parte externa
mudar-endereco,quero saber o valor de transferência de endereço
reparar-linha,é falar no setor três telefone para reparo
pagar-conta,quero pagar a minha conta
vago-visitaTecnica,agendamento de técnico produto internet
reparar-linha,olha a telefônica tá ligando dizendo que vai cortar o telefone mas tá pago eu tenho prova que tá pago
reparar-linha,quero saber porque o telefone está cortado
mudar-endereco,verificar mudança de endereço
reparar-linha,é que teve porque meu telefone não funciona eu tô vou pagar uma coisa que não funciona
reparar-linha,quero saber porque a i telefônica tá entrando tão baixo
reparar-linha,saber se número telefone foi trocado
reparar-linha,como realizar ligação nesse telefone
cancelar-servicos,motiva é cancelamento de serviço de
pagar-conta,o meu telefone não tá fazendo ligação e a conta já foi paga
reparar-linha,quero saber que a minha linha tá cruzada
reparar-linha,não consigo fazer ligações tem linha cruzada
mudar-endereco,transferência de domicílio
reparar-linha,por qual motivo não consigo realizar chamadas
reparar-linha,que a minha linha volte a funcionar
reparar-linha,quero saber se o número de um telefone está com problema
comprar-linha,eu quero pedir uma nova linha telefônica
reparar-linha,minha meu telefone está desligado
pagar-conta,já paguei a minha conta como faço pra saber se tá paga ou não
reparar-linha,minha linha não está fazendo ligações
reparar-linha,um telefone que fizeram a ligação hoje ligaram para o vizinho e desligaram a minha linha
pagar-conta,é quero quero quero saber a minha conta tá paga e eles mandaram uma outra de fevereiro com os acertos que eu fiz e tá junto na segunda via e não tem como pagar uma de nove sete e sete um tá paga do mês quatro e tá junto na segunda via quero
reparar-linha,conserto de produto fixo de outra linha
reparar-linha,o telefone meu tá fora do ar
reparar-linha,quero falar sobre problemas no meu telefone
comprar-linha,quero fazer o pedido de uma nova linha telefônica
reparar-linha,meu telefone não estou conseguindo fazer chamada
reparar-linha,porque eu já liguei várias vezes ficou de ir alguém pra arrumar minha linha até agora ninguém foi eu quero reclamar
reparar-linha,reparo na na linha
reparar-linha,o reparo pra linha não é pra essa linha que estou ligando dessa linha que estou ligando é pra uma outra linha
comprar-linha,como faço para comprar o telefone cadu
reparar-linha,arrumar meu telefone que tá quebrado
reparar-linha,verificar porque que meu telefone não funciona
reparar-linha,a minha linha não funciona
reparar-linha,conserto na linha na linha
comprar-linha,pedir uma rede telefone
reparar-linha,reparo dada produto fixo
reparar-linha,a minha linha tá cortada
reparar-linha,o telefone não faz ligação
reparar-linha,quero solicitar manutenção na minha linha
comprar-linha,quero ligar uma linha telefônica
reparar-linha,é sobre um reparo aqui na minha linha telefone
reparar-linha,telefone cortado
comprar-linha,eu quero adquirir uma linha
reparar-linha,a eu quero que você venha consertar aqui mandar aqui pra ver o que que tá acontecendo com meu telefone fixo
reparar-linha,é pra alguém venha ver a linha do telefone que tá com um que o telefone não tá funcionando
comprar-linha,quero comprar uma linha
cancelar-conta,cancelamento da conta do despertador
reparar-linha,aparelho com defeito
cancelar-conta,queria cancelar essa conta
reparar-linha,eu quero saber por que minha linha não está ligando
reparar-linha,reparo na linha reparo eu quero reparo na minha linha
pagar-conta,recebi uma ligação de vocês que eu tenho uma conta em atraso eu gostaria de ver essa conta pra efetuar o pagamento
reparar-linha,não posso fazer ligações só recebo ligações
mudar-endereco,quero transferir a minha conta telefônica meu meu telefone pra outro endereço
reparar-linha,é reparo reparo na minha linha
reparar-linha,manutenção na linha
pagar-conta,eu gostaria de saber se minha conta com vencimento em vinte e quatro do seis de dois mil e nove foi paga
cancelar-servicos,eu quero reclamar de um produto no qual eu não fiz o pedido
reparar-linha,serviços técnicos concerto de telefone
reparar-linha,eu não estou conseguindo fazer ligações
reparar-linha,informação de telefone cortado
reparar-linha,problema na linha conserto
reparar-linha,ligação de de telefone cortado
reparar-linha,é sobre é a linha telefone não tá funcionando
reparar-linha,meu telefone não esta fazendo ligação
reparar-linha,quero saber porque meu telefone tá fora de sistema
pagar-conta,é qual a pendência que eu tenho na conta telefônica se eu paguei a conta do mês passado
reparar-linha,minha linha não recebe sinal
vago-visitaTecnica,solicitação técnica
reparar-linha,é a linha tá chiando
reparar-linha,eu quero saber porque que meu telefone não faz ligações
reparar-linha,quero assistência técnica assistente técnico pra consertar meu telefone
reparar-linha,é reparo em linha telefônica
reparar-linha,quero arrumar o telefone de casa estragou
cancelar-servicos,eu quero cancelar outros serviços
comprar-linha,como fazer para pedir um telefone
reparar-linha,reparo do número residencial telefone fixo
pagar-conta,pagamento pagamento pendente
reparar-linha,é não consigo fazer ligações
reparar-linha,reparo de linha externa
reparar-linha,tô com problema de linha cruzada que eu já não tô aguentando mais
comprar-linha,desejo solicitar linha convencional
cancelar-servicos,quero solicitar o cancelamento tele da minha secretária eletrônica light
reparar-linha,eu preciso fazer uma ligação e não tô conseguindo com uma bota de um de um negócio que tem aqui na minha linha meu telefone não tá com problema
pagar-conta,é falar sobre pagamento de conta
reparar-linha,foi trocado o meu telefone
cancelar-conta,eu quero cancelar a minha conta
reparar-linha,conserto pro telefone
reparar-linha,meu telefone não esta fazendo ligação para celular
pagar-conta,pagar uma conta de dois mil e sete
reparar-linha,meu telefone está com linha cruzada
vago-visitaTecnica,não recebi a visita do técnico
reparar-linha,eu queria saber porque que minha linha não tá funcionando ainda
reparar-linha,alô quero fazer uma reclamação do meu telefone que tá quebrado
reparar-linha,eu quero saber porque que não ligam o meu telefone que já faz três dias que paguei meu telefone e estou sem telefone ainda
cancelar-servicos,eu quero que tirem a secretária eletrônica que eu não pedi pra colocar no meu telefone
pagar-conta,informações para quitar dívida
comprar-linha,comprar produto linha
reparar-linha,defeito do telefone da linha
reparar-linha,reparo no meu produto fixo
reparar-linha,quero saber por que minha telefone não está funcionando
reparar-linha,conserto na minha linha
vago-visitaTecnica,é tinha um técnico ajudar agendado pra vir visita pra ver o internet e não veio
cancelar-conta,quero cancelar esse essa conta
reparar-linha,tá acusando no meu telefone que eu não tenho saldo suficiente para fazer a ligação
reparar-linha,é que quando eu vou fazer uma ligação minha vizinha está usando o telefone tá dando interferência eu estou escutando ela conversar no telefone dela e fico sem linha no meu telefone
reparar-linha,saber se o número está com problemas
reparar-linha,é quero saber que que tá acontecendo na minha linha que não consigo falar com a telefonista de santa catarina a três dias que eu ligo e dá ocupado direto eu quero saber se tá tendo algum problema ou na minha linha ou na linha lá de santa catarina um zero dois
reparar-linha,eu liguei para central a poucas horas e falaram que meu telefone tá desligado por falta de pagamento
cancelar-conta,gostaria de cancelar minha conta de telefone
comprar-linha,eu quero comprar uma linha telefônica e econômica
reparar-linha,reparo na linha no terminal da linha telefônica
cancelar-conta,cancelar os produtos da minha conta
comprar-linha,eu gostaria de ter uma linha produto fixo
reparar-linha,não consigo falar do meu telefone está a sem linha
pagar-conta,dúvidas em pagamento
reparar-linha,gostaria como faço pra arrumar uma linha da produto
reparar-linha,conserto do meu do meu da minha linha
reparar-linha,quero informar sobre conserto de linha estou se linha
reparar-linha,eu tô com problema na minha linha telefone
reparar-linha,eu quero resolver um problema que meu telefone tá parado
mudar-endereco,eu quero transferir a minha linha para outro endereço
reparar-linha,saber porque o o telefone cinquenta meia um cinquenta meia dois dois dezoito não está funcionando
reparar-linha,quero ligação no telefone
reparar-linha,reparo na linha telefônica de outro número
cancelar-servicos,quero cancelar doctor internet
reparar-linha,eu desejo um técnico para arrumar a o meu telefone dentro de casa
reparar-linha,o telefone está com problemas de contato
cancelar-conta,cancelamento de créditos
cancelar-servicos,eu queria é algum serviços prestado pela telefônica como por exemplo tarifas e
reparar-linha,quero saber o motivo da minha linha estar desligada
reparar-linha,desejo qual o motivo que o meu telefone não está fazendo ligação e nem recebendo
reparar-linha,a linha não esta funcionando
reparar-linha,o telefone tá com problema
reparar-linha,falar da minha meu telefone cortado
reparar-linha,eu desejo saber qual motivo do defeito na minha linha
reparar-linha,é o meu telefone tá com problema na linha eu quero reparo ele tá mudo
reparar-linha,eu desejo conserto na linha que o meu telefone não está funcionando
reparar-linha,tenho linha controle e não consigo não consigo realizar chamadas
comprar-linha,como faço pra solicitar uma nova linha telefônica
comprar-linha,quero uma linha residencial
mudar-endereco,transferência é mudança de endereço
reparar-linha,é meu telefone não toca
reparar-linha,pedir o conserto da linha
comprar-linha,é a respeito de uma nova linha telefônica
reparar-linha,reparo em produto fixo
reparar-linha,não estou conseguindo utilizar a minha linha
reparar-linha,mandando um técnico no local pra ver o que tá acontecendo com o telefone
reparar-linha,eu não está ou conseguindo fazer ligações eu preciso de um reparo no meu telefone na minha linha
comprar-linha,como faço para solicitar a linha econômica
comprar-linha,eu quero comprar uma linha econômica
pagar-conta,minha linha tá cortada e já tá paga a conta eu quero saber porque que ela tá cortada já foi paga no sábado
comprar-linha,gostaria de adquirir uma linha de telefone
reparar-linha,queria eu queria saber se o telefone meu tá cortado
mudar-endereco,quero mudar de endereço o telefone
reparar-linha,meu telefone está com interferência de uma rádio eu quero que melhore
comprar-linha,pra solicitar linha
comprar-linha,quero possuir uma linha telefônica residencial
comprar-linha,aquisição de linha telefônica e portabilidade
reparar-linha,eu quero saber como liga o telefone dentro de casa porque tá ligaram até o poste e dentro de casa tá
reparar-linha,é que eu ligo pra fora e não recebo a ligação
reparar-linha,defeito na programação da linha
reparar-linha,o telefone não faz ligações
reparar-linha,problema na linha de telefone
reparar-linha,situação do telefone aqui que não recebe
comprar-linha,eu queria um telefone produto fixo
reparar-linha,defeito na minha linha
reparar-linha,eu desejo falar com um técnico e o telefone está com problema
comprar-linha,obter uma linha fixa
reparar-linha,o telefone está ruim
cancelar-conta,informações de cancelamento de conta
vago-visitaTecnica,reagendar a data da visita do técnico do internet
reparar-linha,meu telefone não tá funcionando de novo
reparar-linha,só estou recebendo ligação não consigo fazer a ligação
pagar-conta,pagamento da conta de junho
pagar-conta,cobrança de conta paga
reparar-linha,to esperando o rapaz da telefônica ver meu telefone que está com defeito desde ontem não veio
cancelar-servicos,quero cancelamento de serviços
reparar-linha,telefone residencial com defeito
pagar-conta,alô quero quero saber porque estão cobrando se as minha contas estão pagas
reparar-linha,clonagem de linha
reparar-linha,o meu telefone está com defeito sua puta
reparar-linha,quero que conserte meu telefone reparo na minha linha
reparar-linha,problema com a linha
mudar-endereco,é sobre a mudança de endereço se houve ou não do meu telefone
pagar-conta,é como eu posso pagar a minha conta
comprar-linha,como eu faço para ter uma linha de telefone
reparar-linha,problemas com o telefone
mudar-endereco,mudança da linha telefônica endereço
comprar-linha,produto fixo comprar produto fixo
reparar-linha,acontece o seguinte o meu número está caindo em outra casa
mudar-endereco,porque eu desejo o telefone que é transferência de linha pra outro endereço
reparar-linha,tenho que discar zero um cinco mas disco zero um cinco mas
reparar-linha,tô sem telefone
comprar-linha,desejo uma nova linha telefônica
reparar-linha,produto é reparo no produto fixo
reparar-linha,eu quero que ligue meu telefone está a uma semana ligado na rua e não consigo ligar
pagar-conta,não eu quero saber porque estão mandando cobrança pra mim se a minha conta está paga
reparar-linha,verificar minha linha se tá tendo algum problema na minha linha telefônica
reparar-linha,não to conseguindo fazer ligação só dá ocupado qualquer número
reparar-linha,quero saber porque que o meu aparelho não está é
reparar-linha,eu preciso fazer a reclamação dessa linha porque as pessoas não tão conseguindo ligar
reparar-linha,não tô conseguindo fazer ligações
reparar-linha,telefone não está a funcionando está ligando e tá dando ocupado queria saber o motivo
reparar-linha,eu quero fazer um conserto na linha
reparar-linha,quero um reparo na minha linha
reparar-linha,telefone não tá conectando não tá pegando
reparar-linha,arrumar uma linha telefônica
comprar-linha,quero comprar outra linha telefônica
mudar-endereco,quero transferir a linha para outro endereço
reparar-linha,eu quero um conserto numa linha telefônica
reparar-linha,quero um reparo na linha com
reparar-linha,linha com defeito barulho na linha
reparar-linha,o telefone com defeito
cancelar-servicos,desativar o serviço de despertador
cancelar-servicos,quero cancelar serviço de assistência de manutenção da telefônica
reparar-linha,quero solicitar um conserto de um telefone de ou
cancelar-conta,cancelar as contas telefônica
cancelar-conta,sobre cancelamento de uma conta
reparar-linha,reparo na linha de meu telefone
reparar-linha,sinal da linha telefônica
comprar-linha,eu quero uma pra fazer o pedido de uma linha residencial
reparar-linha,reparar uma linha
reparar-linha,reparação de linha
reparar-linha,é telefone fixo sem linha
comprar-linha,adquirir a linha controle
reparar-linha,saber se tem algum defeito com o telefone
reparar-linha,eu desejo porque meu telefone não tá fazendo ligação só tá recebendo
reparar-linha,solicitar conserto de linha telefônica
reparar-linha,o meu telefone tá com muito chiado
comprar-linha,desejo adquirir uma uma linha telefônica
comprar-linha,compra de linha residencial
cancelar-servicos,desejo tirar o telefone da caixa postal
reparar-linha,estou ligando por motivo de reclamação que não tá funcionando meu telefone
reparar-linha,quero saber o que tá acontecendo com meu telefone porque tá um chiado tem hora que não dá linha
reparar-linha,quero saber porque meu telefone não tá recebendo ligação alias não estou fazendo ligação do meu telefone
reparar-linha,minha linha tá sem sinal
reparar-linha,não a minha linha ela tá desligada
comprar-linha,contratar uma linha telefônica
reparar-linha,desejo ver o caso do meu telefone não está funcionando eu acho que a linha da rua tá com problema
comprar-linha,eu quero uma linha telefônica economica como e que eu faço para entrar em contato com vocês
comprar-linha,adquirir nova linha
reparar-linha,a minha chamada é que eu quero reparo reparo da linha telefônica
reparar-linha,reparo na linha anda logo
reparar-linha,mandar um técnico que minha linha tá parado
comprar-linha,é nova linha telefônica
pagar-conta,cobrança e contas que já foram paga
reparar-linha,eu quero saber quem foi que reclamou que o meu telefone esse número estava com defeito
reparar-linha,eu só quero ver um problema que está ocorrendo na minha linha telefônica
pagar-conta,quero a fatura telefônica pra pagamento
comprar-linha,eu quero eu gostaria de pedir outra linha de telefone
reparar-linha,reparo da linha reparo na linha
reparar-linha,queria reclamar sobre o meu telefone quatro zero três dois oito cinco oito sete que tá desligado
pagar-conta,quero efetuar pagamento de conta pendente
mudar-endereco,preciso fazer uma mudança de endereço telefone
reparar-linha,meu motivo é que minha linha tá tá sem sinal desde anteontem
reparar-linha,meu telefone meu telefone está com problema
reparar-linha,eu quero saber porque minha linha está com problema
reparar-linha,problema no telefone não tô conseguindo fazer ligação
pagar-conta,quero saber se eu posso pagar o mês que vem a minha conta de agora
reparar-linha,a minha linha está ruim tá com chiado
pagar-conta,pagar pagar conta
reparar-linha,o meu telefone não toca não está funcionando
reparar-linha,falar sobre linha cruzada
reparar-linha,a minha linha está ruim demais
mudar-endereco,mudança de endereço produto internet
comprar-linha,quero uma linha telefônica para minha casa
reparar-linha,linha três g não tá funcionando
cancelar-conta,eu quero saber cancelamento de conta
cancelar-conta,saber se foi cancelado a conta telefônica
comprar-linha,quero uma um telefone fixo produto fixo
reparar-linha,linha ocupada
reparar-linha,produto fixo com defeito
reparar-linha,conserto da linha da minha linha conserto do telefone
mudar-endereco,transferência da linha para o novo endereço
cancelar-conta,cancelar uma conta cancelar os boletos que eu fiz pra fazer pra pagar todo mês o produto
reparar-linha,eu quero saber por que que eu não posso fazer ligação do meu telefone
reparar-linha,eu já falei o problema que eu não consigo fazer ligação
reparar-linha,quero saber porque o sistema de internet foi cortado na minha linha
cancelar-conta,can cancelamento da conta do telefone
reparar-linha,muito ruído no telefone
reparar-linha,con e desligaram meu telefone
reparar-linha,conserto da linha residencial
mudar-endereco,queria mudar é o endereço da linha
reparar-linha,falar com atendente que eu tava falando do outro mas eu tive que ligar de um outro aparelho é sobre reparo
reparar-linha,eu gostaria de um técnico para a linha
reparar-linha,é que meu telefone não tá fazendo ligação e nem recebendo
reparar-linha,quero saber porque eu não tô conseguindo carregar o meu telefone
pagar-conta,eu que eu paguei minhas conta ontem queria saber quando vai ser ligado meu telefone
reparar-linha,quero saber sobre tarifas que vem cobradas no meu telefone
comprar-linha,eu queria uma aquisição de uma linha
reparar-linha,verificação de problema na linha
reparar-linha,quero saber porque meu telefone tá
pagar-conta,pra pagar de volta
reparar-linha,meu telefone não está recebendo e eu preciso dele
reparar-linha,olha e o seguinte meu telefone eu só consigo
reparar-linha,eu quero arrumar minha linha telefônica que tá falando liga uma pessoa em casa e conversa três quatro pessoas ao mesmo tempo
comprar-linha,quero uma linha pra residência
reparar-linha,suporte produto fixo
reparar-linha,reparo produto fixo residencial
reparar-linha,eu tenho um telefone fixo em casa só que o telefone não tá funcionando eu gostaria de saber como eu faço pra que um funcionário possa arrumar pra mim mesmo que eu posso pagar o pelo trabalho dele
reparar-linha,o meu telefone não está recebendo ligação
cancelar-servicos,como desligar a secretária eletrônica
reparar-linha,não consigo receber ligação
reparar-linha,eu quero falar sobre minha linha com um dos atendente que tá com problema
comprar-linha,ter a linha telefônica
reparar-linha,o meu telefone não está recebendo só tá fazendo ligações não recebe
comprar-linha,eu desejo uma linha
reparar-linha,quero solicitar um reparo na minha linha
reparar-linha,a linha tá com problema
reparar-linha,meu telefone está com problema
mudar-endereco,pra outro endereço
comprar-linha,comprar comprar comprar comprar linha telefônica
reparar-linha,outros conserto de telefone
reparar-linha,minha linha está ruim
reparar-linha,fazer reparação na linha
reparar-linha,não consigo fazer nenhuma chamada
reparar-linha,problemas no telefone
reparar-linha,pra reparos meu telefone tá com problemas
cancelar-servicos,como faço para fazer uma reclamação de cancelamento de serviço
reparar-linha,estou com problemas na minha linha telefônica
reparar-linha,quero solicitar conserto do número que eu disquei
reparar-linha,resolver problema na minha linha
reparar-linha,telefone cortado por falta de pagamento
cancelar-conta,eu cancelei minha conta preciso falar com atendente
comprar-linha,pedir produto fixo
comprar-linha,eu quero fazer o pedido de uma linha telefônica
reparar-linha,quero saber porque meu telefone tá bloqueado
reparar-linha,o reparo na linha que não estou recebendo
reparar-linha,quero saber que aconteceu com o telefone
reparar-linha,aparelho de telefone com defeito
reparar-linha,quero reparo em linha
reparar-linha,telefone está com problema só isso
pagar-conta,quero quitar minha dívida
comprar-linha,como faço para ter um linha
comprar-linha,como faço para solicitar uma linha
reparar-linha,eu gostaria de solicitar reparo na minha linha telefônica da minha residência
reparar-linha,reparar na linha
comprar-linha,solicito linha controle
reparar-linha,é fazer reparo na linha três dois vinte dois cinco quatro três um
reparar-linha,verificação da minha linha na face externa está ruim
reparar-linha,quero reclamar que esse telefone está com defeito
reparar-linha,eu gostaria que vocês viesse fazer o serviço na rua do meu vizinho ele precisa do telefone funcionando
reparar-linha,eu quero arrumar é para arrumar meu telefone
comprar-linha,como faço para adquirir linha de dezenove e noventa
pagar-conta,qual conta tenho que pagar
reparar-linha,na linha é só tá dando linha cruzada e linha ocupada não consegue fazer ligação e nem recebe
reparar-linha,é problema no telefone não tenho a linha
reparar-linha,eu quero consertar que a telefônica está
reparar-linha,eu desejo reparo de linha mas eu já liguei mil vezes e sempre cai ai eu quero o reparo da linha
cancelar-conta,quero cancelar a segunda via da conta telefônica
reparar-linha,solicitar reparo em linha telefônica
mudar-endereco,eu quero fazer transferência de endereço
reparar-linha,tô sem telefone na minha casa
reparar-linha,não consigo fazer ligações o que fazer
reparar-linha,olha eu tô no no produto móvel eu quero reparo do produto fixo
reparar-linha,meu telefone tá está é sem funcionar
pagar-conta,pagamento de fatura
reparar-linha,o meu o meu telefone não está funcionando
pagar-conta,quero saber se a minha conta desse mês foi paga
reparar-linha,quero meu telefone funcionando está dois dias sem linha
reparar-linha,como faço para adquirir um conserto telefônico da minha linha
reparar-linha,mudei minha linha para a total flex não consigo mais realizar ligações
comprar-linha,como posso pedir uma linha para minha residência
reparar-linha,meu telefone não tá fazendo ligações
reparar-linha,quero falar com um dos atendente da telefônica é minha linha tá com problema preciso falar com ele
comprar-linha,quero pedir a linha telefônica
cancelar-servicos,eu desejo cancelar o serviço de
reparar-linha,eu quero reparo no no cabo da linha telefônica porque eu não tô conseguindo vir a
cancelar-conta,eu desejo que cancele a caixa de leite que tá cobrando na no meu na conta do meu telefone
reparar-linha,tenho dificuldade em fazer ligação
comprar-linha,como faço prá solicitar uma nova linha
reparar-linha,quero saber o dia que vão ligar meu telefone
reparar-linha,não estou fazendo chamada
reparar-linha,como faço para consertar o meu telefone
reparar-linha,saber porque o meu telefone não esta recebendo fazendo ligações
reparar-linha,telefone ruim
reparar-linha,o amigo a minha linha telefônica tá mudo não não é parou o computador parou a linha
reparar-linha,tô com problema na linha
comprar-linha,queria um outro telefone
reparar-linha,o meu número não está funcionando
reparar-linha,reparo na linha telefônica defeito
reparar-linha,defeito na linha de telefônica
cancelar-conta,como faço para saber se a minha conta telefônica foi cancelada
reparar-linha,saber porque não estou conseguindo ligar para fora se o telefone esta com defeito ou e falta de pagamento
comprar-linha,quero pedir outra linha telefônica
reparar-linha,telefone não faz e nem recebe ligação
pagar-conta,pagar pagamento pendente
mudar-endereco,como faço para solicitar transferência de endereço
reparar-linha,é desejo reparo na minha linha telefônica
reparar-linha,consertar meu telefone pronto
reparar-linha,não estou conseguindo fazer ligações para outras cidades
reparar-linha,não estou tendo sinal da linha telefônica
reparar-linha,quero saber porque meu telefone tá funcionando
cancelar-servicos,cancelamento de atendimento simultâneo e transferência de chamada
cancelar-conta,como posso fazer para cancelar a conta
reparar-linha,quero saber porque meu telefone tá dando uso em extensão
reparar-linha,eu quero falar na central de reparos do meu telefone eu pedí isto e você me passou pra uma pessoa que ela falou que eu tinha que retornar e pedir isto central
reparar-linha,a linha não faz ligação
